order_id,brand_id,time_slot_id,zone_id,orders_date,platform_id,gross_revenue,food_cost,packing_cost,platform_commission_pct,customer_delivery_paid,discount_applied,order_status,delivery_cost_brand
ORD-042143,4,6,4,2023-08-15,1,259.51,92.86,18.93,0.25,49.82,43.55,Delivered,70
ORD-042144,1,9,2,2024-05-27,3,224.83,99.94,19.28,0.05,32.92,2.75,Delivered,35
ORD-042145,1,9,1,2023-08-07,3,246.8,107.6,16.76,0.05,20.02,7.68,Delivered,25
ORD-042146,4,4,3,2023-09-27,2,262.53,99.15,19.04,0.22,41.64,31.96,Delivered,45
ORD-042147,2,4,3,2023-03-02,1,297.52,97.94,20.79,0.25,39.64,52.68,Delivered,45
ORD-042148,5,5,4,2024-06-13,1,181.74,57.06,14.63,0.25,47.23,31.59,Delivered,70
ORD-042149,3,9,3,2023-03-08,2,189.72,60.98,22.85,0.22,43.19,62.68,Delivered,45
ORD-042150,4,6,2,2024-03-22,2,248.35,89.65,13.16,0.22,32.58,39.87,Delivered,35
ORD-042151,1,8,4,2023-11-22,1,243.06,98,21.86,0.25,50.32,25.28,Cancelled,70
ORD-042152,5,5,2,2023-02-17,1,252.32,80.88,15.17,0.25,27.98,39.48,Delivered,35
ORD-042153,1,2,3,2023-01-02,1,199.82,114.45,18.32,0.25,43.52,28.06,Delivered,45
ORD-042154,3,7,5,2024-06-05,1,344.61,144.36,21.45,0.25,61.26,43.86,Cancelled,90
ORD-042155,4,8,5,2024-03-07,2,326.77,121.72,15.96,0.22,61.2,43.71,Delivered,90
ORD-042156,1,9,1,2024-02-06,1,243.35,93.73,20.93,0.25,19.5,35.07,Delivered,25
ORD-042157,6,7,4,2023-09-30,1,205.84,63.89,11.1,0.25,43.92,23.3,Cancelled,70
ORD-042158,2,8,1,2023-06-18,1,417.81,150.46,21.09,0.25,18.86,41.67,Delivered,25
ORD-042159,4,10,3,2024-02-03,1,269.04,100.74,19.81,0.25,39.67,34.77,Delivered,45
ORD-042160,4,8,2,2023-12-28,1,201.99,79.15,20.05,0.25,30.99,17.91,Cancelled,35
ORD-042161,1,9,3,2024-02-27,2,231.5,85.97,18.14,0.22,38.93,40.46,Delivered,45
ORD-042162,5,6,3,2023-08-23,3,267.51,99.11,15.88,0.05,41.83,6.69,Cancelled,45
ORD-042163,2,8,1,2024-06-26,2,252.42,87.3,21.58,0.22,20.14,34.18,Delivered,25
ORD-042164,2,9,3,2023-02-22,1,302.91,107.5,22.09,0.25,40.19,34.17,Delivered,45
ORD-042165,1,9,1,2023-03-04,2,225.33,84.65,20.1,0.22,19.68,37.21,Delivered,25
ORD-042166,2,7,1,2024-05-28,2,395.32,130.9,21.88,0.22,22.47,68.07,Delivered,25
ORD-042167,3,8,2,2024-01-19,2,326.8,137.49,22.7,0.22,31.41,40.37,Delivered,35
ORD-042168,2,8,2,2023-08-05,3,361.83,142.17,22.81,0.05,31.32,6.41,Delivered,35
ORD-042169,3,4,3,2024-03-17,2,191.28,71.94,18.83,0.22,37.5,41.41,Delivered,45
ORD-042170,4,6,3,2023-10-06,2,248.49,88.86,18.8,0.22,38.01,41.83,Delivered,45
ORD-042171,6,10,4,2023-01-18,1,220.21,63.61,11.16,0.25,53.06,38.48,Delivered,70
ORD-042172,3,5,2,2024-01-21,1,314.68,129.19,21.46,0.25,29.68,45.53,Delivered,35
ORD-042173,1,8,4,2023-06-20,1,137.29,51.12,18.83,0.25,59.72,23.68,Delivered,70
ORD-042174,2,2,1,2023-03-28,2,311.04,106.36,23.08,0.22,19.66,45.14,Delivered,25
ORD-042175,3,9,5,2023-06-10,2,334.82,135.5,22.42,0.22,50.23,52.53,Cancelled,90
ORD-042176,5,6,1,2023-10-20,1,246.8,83.12,15.61,0.25,19.59,28.06,Delivered,25
ORD-042177,3,7,2,2023-02-08,1,194.27,85.32,19.22,0.25,27.12,16.53,Delivered,35
ORD-042178,3,9,2,2024-05-11,1,248.19,98.14,20.92,0.25,29.56,43.73,Delivered,35
ORD-042179,2,9,1,2023-12-04,1,344.39,118.07,20.38,0.25,19.34,49.21,Delivered,25
ORD-042180,3,5,3,2023-07-18,2,249.52,97.22,19.02,0.22,42.15,46.98,Delivered,45
ORD-042181,2,10,1,2024-02-06,2,355.66,113.02,21.38,0.22,21.43,73.11,Delivered,25
ORD-042182,3,9,2,2024-04-05,1,281.07,123.66,19.47,0.25,31.95,23.45,Delivered,35
ORD-042183,4,5,2,2023-12-31,1,286.63,108.25,18.59,0.25,28.51,34.89,Delivered,35
ORD-042184,6,7,2,2023-05-27,2,198.85,59.92,11.8,0.22,31.18,27.64,Delivered,35
ORD-042185,4,7,3,2023-03-25,3,305.15,126.31,16.11,0.05,40.96,11.41,Delivered,45
ORD-042186,5,7,5,2024-04-30,1,291.14,95.28,13.72,0.25,54.87,40.4,Delivered,90
ORD-042187,2,5,2,2023-06-15,1,385.67,141.32,21.86,0.25,31.25,32.37,Delivered,35
ORD-042188,4,9,3,2023-01-17,1,332.17,126.77,19.41,0.25,41.92,37.35,Delivered,45
ORD-042189,2,8,4,2024-01-16,1,380.12,138.96,19.5,0.25,44.69,32.71,Delivered,70
ORD-042190,1,8,1,2023-04-22,1,242.9,90.57,19.5,0.25,17.95,41.64,Delivered,25
ORD-042191,5,6,5,2024-06-27,2,218.62,70.25,12.08,0.22,60.63,33.76,Delivered,90
ORD-042192,1,5,1,2024-05-05,1,214.98,80.51,16.18,0.25,17.19,36.07,Delivered,25
ORD-042193,1,4,2,2023-12-28,3,264.22,117.19,19.38,0.05,29.22,3.79,Delivered,35
ORD-042194,1,6,1,2024-04-17,2,228.35,88.11,16.75,0.22,17.92,32.56,Delivered,25
ORD-042195,1,7,3,2023-10-16,1,183.94,75.57,16.84,0.25,38.66,16.01,Delivered,45
ORD-042196,1,7,5,2024-03-28,2,234.94,88.03,18.78,0.22,65.19,39.32,Delivered,90
ORD-042197,4,5,1,2024-01-18,1,245.07,93.06,18.37,0.25,19.46,28.66,Delivered,25
ORD-042198,5,7,1,2023-01-24,2,248.97,79.17,12.53,0.22,19.2,40.64,Delivered,25
ORD-042199,5,2,1,2024-06-10,1,190.97,66.67,11.74,0.25,19.85,15.51,Delivered,25
ORD-042200,4,10,2,2024-04-30,2,254.72,87.83,17.79,0.22,28.82,50.46,Delivered,35
ORD-042201,5,7,1,2024-06-12,2,226.78,74.95,14.84,0.22,20.36,29.54,Delivered,25
ORD-042202,3,9,2,2024-03-01,2,319.32,132.72,20.92,0.22,30.31,42.81,Delivered,35
ORD-042203,5,5,2,2023-09-16,2,248.49,81.25,14.46,0.22,29.37,34.68,Delivered,35
ORD-042204,3,10,2,2023-05-30,2,238.58,92.79,20.75,0.22,32.73,45.26,Delivered,35
ORD-042205,1,10,1,2023-05-11,1,236.76,96.29,18.24,0.25,18.13,22.78,Delivered,25
ORD-042206,4,8,1,2023-04-19,2,336.91,113.06,18.06,0.22,20.16,73.98,Delivered,25
ORD-042207,5,8,2,2023-06-07,3,233.33,86.09,13.21,0.05,31.02,6.79,Delivered,35
ORD-042208,2,8,3,2023-11-29,2,358.68,114.27,20.17,0.22,38.09,73.01,Delivered,45
ORD-042209,3,5,1,2024-02-04,2,280.5,106.08,19.23,0.22,19.2,59.51,Delivered,25
ORD-042210,3,6,3,2023-07-29,2,290.54,116.85,21.03,0.22,42.38,47.11,Cancelled,45
ORD-042211,3,9,2,2023-11-27,1,341.01,143.47,17.24,0.25,28.83,42.12,Delivered,35
ORD-042212,5,3,1,2023-08-13,2,259.96,80.32,16.76,0.22,19.29,48.59,Delivered,25
ORD-042213,3,6,2,2024-02-11,1,259.43,114.25,17.97,0.25,33.06,21.41,Delivered,35
ORD-042214,4,6,1,2024-06-26,1,218.6,86.01,16.65,0.25,20.16,18.57,Delivered,25
ORD-042215,2,6,2,2024-02-08,1,264.84,95.55,20.02,0.25,33.8,25.96,Cancelled,35
ORD-042216,6,1,2,2023-02-15,2,249.64,69.8,10.92,0.22,26.6,50.22,Refunded,35
ORD-042217,3,6,3,2023-10-21,3,294.07,138.37,21.2,0.05,42.02,5.8,Cancelled,45
ORD-042218,3,5,1,2024-03-21,2,325.46,123.8,18.31,0.22,19.95,67.55,Delivered,25
ORD-042219,3,10,2,2023-11-24,1,267.72,107.46,25.17,0.25,27.12,43.85,Delivered,35
ORD-042220,2,9,2,2024-06-11,1,307.41,104.33,23.98,0.25,34.19,46.58,Refunded,35
ORD-042221,3,8,5,2023-02-12,1,285.79,118.76,20.89,0.25,52.5,38.38,Delivered,90
ORD-042222,3,4,2,2023-07-17,2,168,63.55,21.78,0.22,35.01,35.61,Delivered,35
ORD-042223,2,10,4,2023-06-07,1,359.26,128.18,21.34,0.25,46.72,38.81,Delivered,70
ORD-042224,1,6,1,2024-03-20,1,215.25,84.54,19.34,0.25,19.56,27.38,Delivered,25
ORD-042225,5,7,1,2023-11-13,1,189.09,61.54,14.12,0.25,18.81,27.15,Delivered,25
ORD-042226,3,5,3,2023-04-15,1,254.49,108.13,19.04,0.25,34.95,29.21,Delivered,45
ORD-042227,3,8,5,2023-07-14,2,246.49,99.82,19.61,0.22,65.38,38.54,Delivered,90
ORD-042228,3,6,2,2023-11-12,1,320.91,126.06,23.27,0.25,31.73,58.29,Delivered,35
ORD-042229,5,5,4,2024-06-29,3,210.04,75.67,13.63,0.05,53.92,10.9,Delivered,70
ORD-042230,1,5,1,2023-08-22,3,255.96,113.74,16.66,0.05,20.91,3.21,Delivered,25
ORD-042231,4,10,5,2023-04-24,1,232.15,89.86,19.9,0.25,57.3,23.17,Delivered,90
ORD-042232,2,8,3,2023-11-01,1,272.82,91.6,22.68,0.25,37.17,43.83,Delivered,45
ORD-042233,5,5,4,2023-07-27,2,246.54,76.03,17.4,0.22,49.29,46.47,Delivered,70
ORD-042234,4,6,4,2023-12-07,1,279.33,100.28,17.82,0.25,45.16,46.12,Cancelled,70
ORD-042235,1,3,1,2023-10-14,2,218.64,81.28,17.08,0.22,16.91,38.02,Delivered,25
ORD-042236,2,6,1,2024-02-08,2,396.33,129.54,21.92,0.22,20.79,72.48,Delivered,25
ORD-042237,1,5,2,2024-05-27,2,201.16,76.54,15.24,0.22,29.93,31.08,Delivered,35
ORD-042238,4,9,1,2023-05-26,1,237.13,85.08,20.03,0.25,20.04,39.27,Delivered,25
ORD-042239,2,5,2,2024-04-11,1,266.67,76.65,27.97,0.25,32.27,75.04,Delivered,35
ORD-042240,1,8,2,2024-06-10,2,181.15,65.16,19.52,0.22,27.71,36.35,Delivered,35
ORD-042241,1,8,1,2023-08-27,1,248.57,102.64,16.79,0.25,19.33,20.47,Delivered,25
ORD-042242,6,9,3,2023-03-27,2,208.56,63.33,11.6,0.22,38.67,27.63,Delivered,45
ORD-042243,5,6,3,2024-04-11,1,221.39,59.11,17.02,0.25,39.51,65.84,Delivered,45
ORD-042244,2,9,3,2024-02-14,1,222.45,78.06,26.3,0.25,36.69,27.29,Delivered,45
ORD-042245,3,6,2,2023-06-03,3,290.83,131.59,16.79,0.05,29.36,16.68,Delivered,35
ORD-042246,3,4,3,2023-10-02,1,278.86,110.87,15.66,0.25,38.54,47.88,Delivered,45
ORD-042247,3,7,1,2023-12-14,1,288.4,118.92,21.91,0.25,22.62,40.66,Delivered,25
ORD-042248,2,1,4,2023-05-04,1,324.79,114.45,23.28,0.25,45.18,38.66,Delivered,70
ORD-042249,2,9,1,2024-02-21,1,319.55,110.63,18.11,0.25,19.24,42.97,Delivered,25
ORD-042250,1,3,2,2024-02-08,1,156.62,64.36,19.11,0.25,29.26,13.6,Delivered,35
ORD-042251,1,6,1,2024-05-13,1,250.22,95.73,17.46,0.25,18.83,37.48,Cancelled,25
ORD-042252,1,6,4,2023-12-08,1,233.17,87.74,20.39,0.25,52.18,38.2,Delivered,70
ORD-042253,1,9,2,2023-12-12,1,192.71,75.81,17.13,0.25,33.04,24.25,Delivered,35
ORD-042254,3,9,4,2024-01-03,3,252.09,118.33,18.64,0.05,52.18,5.56,Delivered,70
ORD-042255,3,9,1,2023-07-07,2,272.84,104.24,24.51,0.22,17.77,55.67,Delivered,25
ORD-042256,2,10,1,2024-03-15,1,427.81,147.03,22.42,0.25,16.63,60.24,Delivered,25
ORD-042257,3,8,1,2024-01-26,1,301.09,106.21,22.59,0.25,19.79,79.82,Delivered,25
ORD-042258,3,4,2,2024-04-20,1,319.78,133.78,21.68,0.25,28.58,41.08,Cancelled,35
ORD-042259,1,7,4,2024-03-20,3,221.86,97.92,17.03,0.05,49.78,4.25,Delivered,70
ORD-042260,1,9,2,2024-01-14,1,262.7,98.63,19.2,0.25,33.91,43.52,Delivered,35
ORD-042261,4,6,1,2023-04-27,1,224.9,83.87,18.02,0.25,19.78,29.86,Delivered,25
ORD-042262,1,8,5,2024-05-29,1,282.81,115.13,17.04,0.25,64.06,26.96,Delivered,90
ORD-042263,3,4,1,2023-08-24,1,286.75,116.14,21.33,0.25,21.05,44.79,Delivered,25
ORD-042264,2,4,1,2024-06-16,1,369.73,124.57,22.81,0.25,20.4,58.3,Delivered,25
ORD-042265,5,6,3,2023-09-11,1,230.36,73.91,12.09,0.25,38.57,35.85,Delivered,45
ORD-042266,1,10,2,2023-04-20,1,284.22,105.12,14.16,0.25,32.52,50.61,Delivered,35
ORD-042267,3,5,1,2024-05-12,3,329.84,151.39,21.04,0.05,21.63,14.45,Delivered,25
ORD-042268,4,9,5,2024-03-31,2,293.84,105.1,17.19,0.22,55.49,49.43,Delivered,90
ORD-042269,4,9,1,2024-03-27,3,305.72,127.98,16.81,0.05,22.11,8.1,Delivered,25
ORD-042270,1,5,5,2023-03-08,1,241.18,79.1,16.69,0.25,64.75,65.4,Delivered,90
ORD-042271,2,4,2,2024-05-10,1,458.53,156.24,24.04,0.25,30.29,67.94,Delivered,35
ORD-042272,3,9,3,2023-12-24,1,251.65,107.05,17.43,0.25,42.45,28.62,Delivered,45
ORD-042273,4,3,1,2023-10-16,1,276.78,103.2,17.03,0.25,20.5,36.79,Delivered,25
ORD-042274,4,6,3,2024-05-26,1,235.44,92.63,19.16,0.25,41.06,20.01,Refunded,45
ORD-042275,3,8,5,2024-01-26,1,232.19,84.63,22.59,0.25,56.5,55.88,Cancelled,90
ORD-042276,5,4,5,2023-04-10,2,195.99,58.22,13.33,0.22,60.22,42.78,Cancelled,90
ORD-042277,3,4,1,2023-11-12,3,312.86,143.3,23.28,0.05,17.75,14.31,Delivered,25
ORD-042278,3,9,1,2024-01-13,1,265.29,108.76,17.8,0.25,20.9,38.7,Delivered,25
ORD-042279,3,6,1,2024-05-19,1,302.02,121.96,21.47,0.25,19.98,47.93,Delivered,25
ORD-042280,5,3,3,2023-07-11,2,287.7,88.24,16.47,0.22,42.2,55.5,Delivered,45
ORD-042281,2,10,2,2024-03-31,2,436.86,141.62,21.66,0.22,26.21,82.8,Delivered,35
ORD-042282,2,10,2,2024-04-02,1,355.74,127.43,20,0.25,30.08,37.17,Delivered,35
ORD-042283,5,4,1,2023-04-07,1,212.33,73.01,14.92,0.25,21.33,20.2,Delivered,25
ORD-042284,4,2,3,2023-01-15,1,313.02,121.34,19.82,0.25,38.24,30.84,Delivered,45
ORD-042285,4,6,1,2023-12-16,3,253.66,102.82,16.83,0.05,20.92,14.55,Delivered,25
ORD-042286,1,3,1,2024-03-28,1,241.28,93.61,17.77,0.25,18.42,33.25,Delivered,25
ORD-042287,3,6,4,2023-12-01,2,309.42,123.86,19.24,0.22,60.76,51.38,Delivered,70
ORD-042288,3,8,3,2024-04-09,1,298.13,130.47,17.66,0.25,43.47,26.31,Delivered,45
ORD-042289,4,3,2,2024-01-05,2,247.34,92.37,13.95,0.22,30.48,32.53,Delivered,35
ORD-042290,3,10,3,2024-01-22,3,274.67,126.4,18.27,0.05,34.21,11.34,Delivered,45
ORD-042291,3,7,3,2023-01-24,2,313.54,122.64,18.02,0.22,42.5,58.03,Delivered,45
ORD-042292,2,8,3,2023-03-08,1,367.01,119.68,23.99,0.25,46.94,67.81,Delivered,45
ORD-042293,5,4,3,2024-02-26,2,238.26,75.65,16.54,0.22,40.71,39.18,Delivered,45
ORD-042294,5,6,4,2024-03-17,2,217.58,64.77,16.59,0.22,54.44,47.13,Cancelled,70
ORD-042295,3,7,3,2023-11-24,2,282.08,112.68,17.59,0.22,39.58,47.33,Delivered,45
ORD-042296,3,9,2,2023-12-21,2,340.44,135.84,17.69,0.22,27,57.43,Delivered,35
ORD-042297,3,5,2,2023-12-31,1,315.68,136.65,19.65,0.25,26.09,30.99,Delivered,35
ORD-042298,2,1,3,2023-03-20,2,350.06,119.06,20.94,0.22,39.28,52.42,Delivered,45
ORD-042299,3,5,2,2024-01-27,2,355.03,144.02,15.03,0.22,30.51,54.98,Cancelled,35
ORD-042300,2,4,5,2023-10-21,1,327.93,108.23,19.45,0.25,60.66,57.36,Delivered,90
ORD-042301,3,6,4,2023-12-25,2,254.55,89.67,18.29,0.22,47.37,67.74,Delivered,70
ORD-042302,3,6,1,2023-12-06,1,285.07,124.25,20.92,0.25,21.71,26.22,Delivered,25
ORD-042303,3,6,4,2024-03-17,3,290.29,134.05,20.82,0.05,50,11.02,Delivered,70
ORD-042304,2,5,2,2023-08-01,2,377.34,129.24,19.93,0.22,28.87,54.24,Delivered,35
ORD-042305,3,5,3,2023-08-27,1,271.57,116.77,19.13,0.25,39.64,28.29,Delivered,45
ORD-042306,1,3,1,2023-09-06,1,216.56,86.09,18.81,0.25,23.45,25.25,Cancelled,25
ORD-042307,3,9,2,2024-03-17,2,366.7,144.69,18.87,0.22,28.69,65.27,Delivered,35
ORD-042308,5,1,1,2023-09-26,1,181.63,57.96,13.5,0.25,20.99,29.1,Delivered,25
ORD-042309,4,8,1,2023-05-09,1,249.12,92.67,17.6,0.25,20.5,33.61,Delivered,25
ORD-042310,5,8,5,2024-06-24,1,146.67,46.69,14.85,0.25,53.81,23.79,Delivered,90
ORD-042311,1,6,2,2023-10-30,2,228.78,84.56,18.2,0.22,31.04,40.88,Delivered,35
ORD-042312,4,8,1,2023-03-24,1,281.61,107.74,18.36,0.25,21.01,31.05,Delivered,25
ORD-042313,3,8,2,2024-01-28,1,268.72,114.45,18.51,0.25,31.19,30.29,Delivered,35
ORD-042314,2,3,2,2024-03-05,1,369.93,135.89,23.24,0.25,34.76,30.2,Delivered,35
ORD-042315,3,5,2,2023-11-03,1,292.1,122.77,19.28,0.25,29.25,36.32,Cancelled,35
ORD-042316,1,5,1,2024-01-18,1,192.97,79.06,15.34,0.25,17.07,17.28,Delivered,25
ORD-042317,3,4,3,2023-05-06,1,235.86,98.14,20.85,0.25,39.94,31.41,Delivered,45
ORD-042318,3,9,3,2023-08-25,1,251.97,109.65,18.69,0.25,38.21,23.53,Delivered,45
ORD-042319,1,7,2,2023-04-28,1,263.4,99.28,18.09,0.25,34.76,42.78,Delivered,35
ORD-042320,3,6,1,2023-09-03,1,222.25,90.92,19.06,0.25,17.75,32.83,Cancelled,25
ORD-042321,1,9,5,2023-12-05,1,219.69,82.15,19.6,0.25,61.76,37.13,Delivered,90
ORD-042322,2,10,3,2023-10-02,3,253.25,95.62,25.6,0.05,39.48,14.19,Delivered,45
ORD-042323,1,7,1,2023-12-23,2,218.39,81.84,20.47,0.22,22.56,36.52,Delivered,25
ORD-042324,3,9,3,2023-11-04,1,327.34,131.98,20.46,0.25,46.36,52.39,Delivered,45
ORD-042325,1,9,4,2023-07-31,2,230.81,88.96,17.38,0.22,52.59,33.12,Delivered,70
ORD-042326,2,5,5,2023-04-18,2,384.82,132.59,20.56,0.22,59.62,53.35,Cancelled,90
ORD-042327,2,1,2,2023-06-25,1,320.13,106.36,20.75,0.25,29.06,54.23,Delivered,35
ORD-042328,4,9,3,2023-05-26,3,259.56,108.47,17.46,0.05,31.96,7.31,Delivered,45
ORD-042329,3,6,1,2024-02-17,2,203.22,81.09,20.01,0.22,20.4,34.28,Delivered,25
ORD-042330,3,2,4,2024-04-11,1,265.03,106.68,21.01,0.25,57.17,42.79,Delivered,70
ORD-042331,2,6,2,2024-02-24,2,284.14,95.75,20.68,0.22,29.79,44.76,Delivered,35
ORD-042332,3,7,1,2024-01-17,1,322.66,141.01,20.74,0.25,20.53,28.89,Delivered,25
ORD-042333,1,6,1,2023-07-26,1,262.35,102.27,17.12,0.25,20.77,35.08,Delivered,25
ORD-042334,6,7,2,2024-02-19,2,188.97,52.08,11.88,0.22,27.63,40.17,Delivered,35
ORD-042335,3,9,2,2023-12-26,1,303.16,126.97,22.75,0.25,25.53,38.63,Delivered,35
ORD-042336,5,5,3,2023-02-05,1,209.88,65.45,14.48,0.25,40.48,37.65,Delivered,45
ORD-042337,1,9,2,2024-05-24,2,268.34,96.5,17.82,0.22,31.37,53.9,Delivered,35
ORD-042338,3,6,2,2023-03-04,1,324.43,137.99,16.86,0.25,32.25,36.96,Delivered,35
ORD-042339,3,6,1,2023-11-04,1,251.79,104.71,19.08,0.25,22.04,33.65,Delivered,25
ORD-042340,4,9,1,2023-11-11,1,173.44,67.09,17.14,0.25,21.34,17.42,Delivered,25
ORD-042341,3,9,1,2024-04-19,1,352.78,154.9,17.98,0.25,17.19,30.07,Delivered,25
ORD-042342,1,9,2,2024-05-26,1,215.23,80.73,17.54,0.25,30.92,35.82,Delivered,35
ORD-042343,2,5,3,2024-06-07,1,439.83,157.28,17.29,0.25,38.12,46.62,Refunded,45
ORD-042344,2,10,3,2023-12-09,3,412.2,159.53,21.86,0.05,40.41,13.37,Delivered,45
ORD-042345,3,9,1,2024-02-02,2,216.23,88.98,20.34,0.22,20.77,30.86,Delivered,25
ORD-042346,1,8,4,2023-03-08,1,246.87,92.33,18.47,0.25,52.49,41.69,Delivered,70
ORD-042347,1,7,3,2023-10-27,2,240.59,91.03,16.96,0.22,37.17,38.3,Delivered,45
ORD-042348,3,8,5,2024-05-19,1,272.85,110.44,18.38,0.25,60.48,42.76,Delivered,90
ORD-042349,4,2,2,2023-10-07,2,264.72,92.94,15.33,0.22,27.29,48.57,Delivered,35
ORD-042350,2,8,3,2023-02-24,2,286.46,98.79,23.34,0.22,38.28,39.49,Delivered,45
ORD-042351,3,6,4,2023-05-26,2,328.26,123.9,20.75,0.22,53.99,70.13,Delivered,70
ORD-042352,4,7,2,2023-09-25,3,271.96,111.83,16.91,0.05,31.88,11.88,Delivered,35
ORD-042353,3,8,2,2023-06-17,1,235.32,101.36,19.62,0.25,30.23,24.16,Delivered,35
ORD-042354,3,6,3,2023-09-06,1,251.46,106.04,18.1,0.25,36.25,30.54,Delivered,45
ORD-042355,2,4,1,2023-08-09,1,382.74,140.43,23.17,0.25,17.89,31.67,Delivered,25
ORD-042356,2,4,1,2023-08-01,1,335.06,121.96,22.97,0.25,20.73,30.17,Delivered,25
ORD-042357,3,10,3,2023-03-10,2,263.79,108.6,20.15,0.22,40.83,37.54,Delivered,45
ORD-042358,3,4,5,2024-05-11,1,256.2,104.26,18.59,0.25,60.41,39,Delivered,90
ORD-042359,3,9,3,2024-02-10,2,296.3,120.15,21.81,0.22,40.94,45.99,Delivered,45
ORD-042360,4,10,4,2024-01-06,2,277.66,102.94,20.58,0.22,47.27,38.26,Delivered,70
ORD-042361,6,10,2,2023-12-27,1,193.38,60.89,12.58,0.25,27.44,19.41,Delivered,35
ORD-042362,5,5,3,2023-09-09,2,247.54,77.87,13.51,0.22,45.64,42.61,Cancelled,45
ORD-042363,5,5,1,2024-04-12,1,172.86,60.26,15.27,0.25,15.47,14.28,Delivered,25
ORD-042364,6,8,2,2024-06-03,1,173.83,53.24,11.01,0.25,29.02,21.71,Delivered,35
ORD-042365,2,1,1,2023-01-05,1,370.12,127.94,19.64,0.25,20.13,50.28,Delivered,25
ORD-042366,6,9,3,2023-03-03,2,199.36,54.62,13.04,0.22,43.93,43.3,Delivered,45
ORD-042367,2,8,2,2024-01-31,2,338.78,116.49,22.22,0.22,29.4,47.55,Delivered,35
ORD-042368,5,5,1,2023-06-16,3,194.86,73.21,16.69,0.05,20.28,2.2,Delivered,25
ORD-042369,3,10,3,2024-05-25,1,283.74,116.61,16.55,0.25,37.04,40.8,Delivered,45
ORD-042370,5,3,5,2024-01-27,2,197.35,62.22,11.81,0.22,67.31,33.6,Delivered,90
ORD-042371,6,8,2,2023-08-25,2,137,37.8,13.34,0.22,34.25,28.99,Delivered,35
ORD-042372,5,6,5,2023-09-18,1,257.35,80.57,14.97,0.25,57.29,45.33,Delivered,90
ORD-042373,4,4,2,2024-02-09,1,283.18,106.83,17.73,0.25,29.04,34.74,Delivered,35
ORD-042374,2,6,3,2023-04-16,1,277.16,97.97,22.2,0.25,41.3,32.23,Refunded,45
ORD-042375,5,1,1,2024-05-12,1,219.95,69.16,16.67,0.25,19.18,37.94,Delivered,25
ORD-042376,1,7,1,2023-01-05,2,218.5,78.9,19.18,0.22,17.68,43.17,Delivered,25
ORD-042377,3,2,5,2024-06-22,3,318.3,145.68,19.25,0.05,78.37,14.8,Delivered,90
ORD-042378,3,4,2,2023-05-02,1,258.7,106.56,19.55,0.25,28.15,36.69,Delivered,35
ORD-042379,3,6,1,2024-03-07,3,310.79,146.07,19.29,0.05,19.58,6.48,Cancelled,25
ORD-042380,4,9,1,2023-01-31,3,221.77,93.83,16.29,0.05,18.63,3.55,Delivered,25
ORD-042381,2,7,2,2023-09-26,2,323.42,112.21,22.38,0.22,28.97,42.89,Delivered,35
ORD-042382,3,8,2,2024-01-09,2,274.77,104.7,20.99,0.22,28.79,56.65,Delivered,35
ORD-042383,3,6,3,2023-02-24,1,283.63,112.48,19.68,0.25,38.95,49.29,Delivered,45
ORD-042384,4,8,1,2023-10-02,2,269.86,76.23,17.52,0.22,18.82,92.59,Delivered,25
ORD-042385,3,9,5,2023-07-23,2,276.82,106.01,17.73,0.22,56.86,55.97,Delivered,90
ORD-042386,1,9,1,2023-11-02,3,190.18,83.96,19.22,0.05,19.49,3.61,Delivered,25
ORD-042387,2,10,4,2023-11-05,2,429.41,148.4,20.34,0.22,52.52,58.4,Delivered,70
ORD-042388,6,9,1,2024-03-26,1,166.96,53.28,12.63,0.25,16.2,14.72,Delivered,25
ORD-042389,6,4,3,2023-04-03,1,172.96,51.24,10.79,0.25,39.77,26.56,Delivered,45
ORD-042390,4,5,5,2023-03-06,1,317.36,121.83,15.72,0.25,55.05,34.03,Delivered,90
ORD-042391,1,7,2,2023-09-11,1,227.63,86.24,17.23,0.25,30.87,35.98,Delivered,35
ORD-042392,1,8,2,2024-05-14,2,275.85,96.85,17.45,0.22,31.46,60.62,Delivered,35
ORD-042393,6,5,4,2024-04-28,2,187.66,55.07,14.5,0.22,51.09,30.32,Delivered,70
ORD-042394,5,5,1,2023-12-04,1,244.27,82,12.53,0.25,20.75,28.48,Delivered,25
ORD-042395,2,8,1,2024-05-14,2,322.49,102.7,20.67,0.22,23.51,65.75,Delivered,25
ORD-042396,3,5,2,2024-04-06,1,270.89,109.91,17.61,0.25,33.5,41.92,Delivered,35
ORD-042397,5,6,2,2023-07-09,2,188.83,57.96,17.46,0.22,31.15,36.3,Delivered,35
ORD-042398,1,6,2,2023-05-04,1,253.44,96.08,17.7,0.25,32.48,39.93,Delivered,35
ORD-042399,3,6,2,2023-07-22,2,194.85,78.78,20.55,0.22,30.7,30.72,Delivered,35
ORD-042400,6,4,3,2023-06-11,1,195.11,56.98,12.54,0.25,38.11,32.3,Delivered,45
ORD-042401,5,6,3,2024-01-05,2,232.48,71.92,15.26,0.22,33.79,43.23,Delivered,45
ORD-042402,2,4,1,2023-12-18,2,309.01,97.34,20.07,0.22,21.75,65.65,Delivered,25
ORD-042403,6,5,1,2023-12-25,2,124.48,31.41,12.32,0.22,22.33,34.73,Delivered,25
ORD-042404,1,6,3,2023-05-18,1,289.97,108.73,15.94,0.25,42.15,48.34,Refunded,45
